is_female,age,race,employment_income,interest_dividend_income,pension_income,transformed_networth,wgt
0,52,1,324273.5470941884,0.0,0.0,14.03062193758187,7928.480146933112
0,52,1,324273.5470941884,0.0,0.0,11.297253928648653,7959.114378522574
0,52,1,324273.5470941884,0.0,0.0,-9.276128121281317,8568.952108693942
0,52,1,324273.5470941884,0.0,0.0,13.44415697948698,8176.28308901258
0,52,1,324273.5470941884,0.0,0.0,10.491274218209853,8702.898526914398
1,42,2,70259.26853707415,0.0,0.0,13.694246470472509,12353.762728111233
1,42,2,58369.238476953906,0.0,0.0,18.53592723195675,11673.56843471785
1,42,2,71340.18036072144,0.0,0.0,-10.398183795301742,11698.784926794542
1,42,2,56207.41482965932,0.0,0.0,16.909661810359044,11905.854315260854
1,42,2,68097.44488977955,0.0,0.0,11.98717008851195,11556.930656949062
0,42,4,583692.3847695391,21618.236472945893,0.0,10.373491182758427,3472.2396888298513
0,42,4,732858.2164328657,28103.70741482966,0.0,11.265489221251004,3571.504774162788
0,42,4,626928.8577154309,17294.589178356713,0.0,12.281736549472653,3720.901216556302
0,42,4,805279.3086172345,23780.06012024048,0.0,10.936672036198395,3575.5627463383435
0,42,4,594501.5030060121,23780.06012024048,0.0,13.418013619507501,3496.2443789737795
0,50,3,54045.59118236473,0.0,0.0,8.411832725141123,2229.843401386446
0,50,3,54045.59118236473,0.0,0.0,13.388443805300698,2237.1105642672796
0,50,3,54045.59118236473,0.0,0.0,13.703461054156902,2405.644253493649
0,50,3,54045.59118236473,0.0,0.0,11.994610599027963,2296.9002560764006
0,50,3,54045.59118236473,0.0,0.0,14.835079639292061,2441.797333348282
0,49,3,36751.00200400801,0.0,0.0,14.144094621736999,3943.842102147218
0,49,3,42155.561122244486,0.0,0.0,-7.003066285231719,3950.961260095515
0,49,3,43236.47294589179,0.0,0.0,14.637930074228551,3965.318233976281
0,49,3,54045.59118236473,0.0,0.0,11.716029561013329,3975.1767848336704
0,49,3,29184.619238476953,0.0,0.0,11.151668611732346,3956.87832720898
0,55,5,41074.64929859719,0.0,0.0,16.191301502037454,1708.5699344366967
0,55,5,41074.64929859719,0.0,0.0,-10.766377508128253,1717.8161439184382
0,55,5,41074.64929859719,0.0,0.0,13.771349662179597,1691.3292022558949
0,55,5,41074.64929859719,0.0,0.0,14.704306755529204,1719.789842799462
0,55,5,41074.64929859719,0.0,0.0,12.853181123183953,1695.5618158119098
1,67,1,0.0,461657.4398797595,0.0,-10.247077258183687,44.50783570481887
1,67,1,0.0,461765.53106212424,0.0,11.888618414791894,44.486182698995314
1,67,1,0.0,487599.3236472946,0.0,14.797214428386802,44.69035268036243
1,67,1,0.0,461657.4398797595,0.0,13.530491602933745,45.24084594302681
1,67,1,0.0,461765.53106212424,0.0,-10.798350337414178,45.27786571509524
0,60,2,0.0,0.0,0.0,12.562347509459826,6379.966908442844
0,60,2,0.0,0.0,0.0,14.57634442398839,6367.7649006977035
0,60,2,0.0,0.0,0.0,10.0345158168662,6937.712325922985
0,60,2,0.0,0.0,0.0,13.987226068971713,6528.140313225381
0,60,2,0.0,0.0,0.0,10.42821608234643,7033.59649555941
1,52,1,171864.97995991984,421.5556112224449,0.0,10.705489138510881,15976.033409517675
1,52,1,171864.97995991984,270.22795591182364,0.0,9.39099387863709,15168.372018560196
1,52,1,171864.97995991984,562.0741482965932,0.0,-11.553107254695338,15267.453909502156
1,52,1,171864.97995991984,108.09118236472946,0.0,13.637340372294224,15445.759919529528
1,52,1,170784.06813627254,129.70941883767534,0.0,12.525398723329616,15100.382570344746
1,69,2,0.0,0.0,12970.941883767535,11.734147170785986,2200.10466891319
1,69,2,0.0,0.0,12970.941883767535,14.456311258152288,2107.9188379590587
1,69,2,0.0,0.0,12970.941883767535,11.187195325072752,2240.3474586850784
1,69,2,0.0,0.0,12970.941883767535,9.096051238142174,2198.553414490417
1,69,2,0.0,0.0,12970.941883767535,7.600902709541988,2234.627459372125
0,73,2,34589.178356713426,0.0,12970.941883767535,5.298342365610589,2731.849271333644
0,73,2,34589.178356713426,0.0,11890.03006012024,13.381645975336793,2760.468902843181
0,73,2,34589.178356713426,0.0,11890.03006012024,-10.175802149306929,2721.643222498934
0,73,2,34589.178356713426,0.0,10809.118236472947,9.214332403166198,2741.0547010251785
0,73,2,34589.178356713426,0.0,11890.03006012024,14.7993851691621,2694.10147371541
1,68,2,0.0,0.0,10809.118236472947,11.341425146948774,11561.956936064651
1,68,2,0.0,0.0,10809.118236472947,14.331072945530902,11618.511930548275
1,68,2,0.0,0.0,10809.118236472947,9.159047088668965,11444.8069205528
1,68,2,0.0,0.0,10809.118236472947,12.097373228637904,11627.513617341583
1,68,2,0.0,0.0,10809.118236472947,12.146322641152572,11473.950819842441
1,36,2,0.0,0.0,0.0,12.778181497721025,2273.918527303622
1,36,2,0.0,0.0,0.0,15.800613947268038,2177.2331888676144
1,36,2,0.0,0.0,0.0,-11.866956918012804,2159.631879710885
1,36,2,0.0,0.0,0.0,14.271922233690944,2168.0405617071156
1,36,2,0.0,0.0,0.0,13.154288310192456,2140.247591935036
1,53,2,10809.118236472947,0.0,0.0,14.075949894022775,1702.1611032999335
1,53,2,10809.118236472947,0.0,0.0,15.580583761929853,1714.2739284511013
1,53,2,10809.118236472947,0.0,0.0,13.351250403348136,1691.150199231725
1,53,2,10809.118236472947,0.0,0.0,13.694246470472509,1726.5871517184441
1,53,2,10809.118236472947,0.0,0.0,13.548937448724432,1691.092643214993
1,81,1,0.0,0.0,74582.91583166333,14.020897387689889,8848.222012717359
1,81,1,0.0,0.0,71340.18036072144,12.577705165113775,8876.439684604675
1,81,1,0.0,0.0,76744.73947895791,-12.209068154534823,9558.893174248242
1,81,1,0.0,0.0,76744.73947895791,13.524007862888494,9111.483228725276
1,81,1,0.0,0.0,73502.00400801603,15.273218192367388,9707.94511451034
1,61,1,0.0,0.0,0.0,12.720511732874934,10811.89924482333
1,61,1,0.0,0.0,0.0,13.92744541520203,10916.744385828963
1,61,1,0.0,0.0,0.0,12.068533231541029,10949.730378872571
1,61,1,0.0,0.0,0.0,13.014332633195588,10827.93725605608
1,61,1,0.0,0.0,0.0,15.678849328761226,10912.562624502225
0,55,1,46479.208416833666,432.36472945891785,0.0,10.102338412960949,2441.205231953261
0,55,1,45398.29659318637,432.36472945891785,0.0,13.606393178384677,2676.3890876155815
0,55,1,45398.29659318637,432.36472945891785,0.0,14.776927607454684,2901.7287758107786
0,55,1,45398.29659318637,432.36472945891785,0.0,13.565766324854533,2599.617943472439
0,55,1,46479.208416833666,432.36472945891785,0.0,-9.786953739436344,2514.475570990585
0,61,1,0.0,156191.75851703406,0.0,12.932654602182202,61.14209100560165
0,61,1,0.0,155110.84669338676,0.0,14.751447042085417,60.09268007187781
0,61,1,0.0,148625.37575150302,0.0,12.222437999640633,61.850442988622845
0,61,1,0.0,150787.1993987976,0.0,11.332841403259822,61.76013584536319
0,61,1,0.0,151868.1112224449,0.0,11.820410164772255,60.47478258719376
0,56,1,281037.0741482966,0.0,0.0,9.472704642360833,10625.088825930688
0,56,1,281037.0741482966,0.0,0.0,15.16938502782812,10664.565070410748
0,56,1,281037.0741482966,0.0,0.0,1.4436354751788103,11479.581734823252
0,56,1,281037.0741482966,0.0,0.0,-9.75266466618175,10949.579979227105
0,56,1,281037.0741482966,0.0,0.0,14.258990524270065,11656.769292884579
0,39,4,241043.3366733467,162.13677354709418,0.0,13.398721576126968,2794.6533747848
0,39,4,243205.16032064127,162.13677354709418,0.0,9.775654184254549,3269.3420985681737
0,39,4,249690.631262525,162.13677354709418,0.0,13.874156753397896,2345.3689520596063
0,39,4,242124.248496994,162.13677354709418,0.0,13.19338086464308,2782.4853588966084
0,39,4,219425.1002004008,162.13677354709418,0.0,12.650758466801893,2522.936745433171
1,50,3,0.0,0.0,0.0,-10.725467605422075,3338.286076153924
1,50,3,0.0,0.0,0.0,13.17836556752319,3342.4145691281906
1,50,3,0.0,0.0,0.0,9.006999462976415,3332.0775829540194
1,50,3,0.0,0.0,0.0,13.920374950574221,3343.553832521585
1,50,3,0.0,0.0,0.0,12.599937395583389,3331.801475566379
0,57,1,135113.97795591183,0.0,0.0,14.322508866896241,4359.835708423756
0,57,1,135113.97795591183,0.0,0.0,14.27561535503116,4760.392537587365
0,57,1,135113.97795591183,0.0,0.0,15.519421936619167,5193.188885465196
0,57,1,135113.97795591183,0.0,0.0,11.246352355899111,4609.1412007106355
0,57,1,135113.97795591183,0.0,0.0,13.035715570683413,4492.652747128154
1,39,2,64854.70941883767,0.0,0.0,14.938340549723227,1811.3241626528707
1,39,2,64854.70941883767,0.0,0.0,14.583208469788731,1842.8456281026738
1,39,2,64854.70941883767,0.0,0.0,14.540689209355117,1819.5422543921509
1,39,2,64854.70941883767,0.0,0.0,16.593335546999306,1829.647506137161
1,39,2,64854.70941883767,0.0,0.0,12.228225450195223,1823.9413112839186
0,25,1,61611.9739478958,0.0,0.0,13.118556139065406,9295.586079529705
0,25,1,56207.41482965932,0.0,0.0,5.480656284001007,9011.40326179376
0,25,1,101605.71142284569,0.0,0.0,12.580391024653327,9191.30094384721
0,25,1,57288.32665330661,0.0,0.0,10.923056634189138,9098.51158701353
0,25,1,33508.26653306613,0.0,0.0,11.976659481241924,9071.005749662116
1,54,2,75663.82765531063,0.0,0.0,12.114505452034708,12344.429829820621
1,54,2,75663.82765531063,0.0,0.0,13.530358615367888,11796.829568722073
1,54,2,75663.82765531063,0.0,0.0,13.365623232305822,12047.341005965376
1,54,2,75663.82765531063,0.0,0.0,15.559793999167658,12034.512181620968
1,54,2,75663.82765531063,0.0,0.0,12.050470913469727,11868.568872277998
0,58,1,64854.70941883767,0.0,60531.0621242485,14.873661898038435,13485.96149390996
0,58,1,64854.70941883767,0.0,61611.9739478958,12.51348381317647,12952.29484375311
0,58,1,64854.70941883767,0.0,61611.9739478958,7.090077530219813,13130.16168011774
0,58,1,64854.70941883767,0.0,61611.9739478958,15.180627246846917,13068.371962067484
0,58,1,64854.70941883767,0.0,60531.0621242485,14.160645167664642,13001.056236495273
0,34,1,6485.470941883767,0.0,0.0,14.54749376230965,7543.271574875798
0,34,1,6485.470941883767,0.0,0.0,13.594863886850206,7844.334908243152
0,34,1,6485.470941883767,0.0,0.0,6.579253141016865,7729.076272029119
0,34,1,6485.470941883767,0.0,0.0,15.755690032310623,7550.835015672024
0,34,1,6485.470941883767,0.0,0.0,13.441544116917592,7873.599541913289
1,63,1,136194.8897795591,0.0,0.0,11.71733461829463,10739.797982152038
1,63,1,136194.8897795591,0.0,0.0,18.018661691368493,10314.802551527046
1,63,1,136194.8897795591,0.0,0.0,-9.615805484528792,10456.450137510685
1,63,1,136194.8897795591,0.0,0.0,13.026292908658442,10407.242738428791
1,63,1,136194.8897795591,0.0,0.0,-11.874926201712789,10353.634599773339
0,65,1,64854.70941883767,7134.018036072144,0.0,9.560997248548686,126.24093634908226
0,65,1,64854.70941883767,13403.306613226452,0.0,14.994165554306015,132.4786141846826
0,65,1,64854.70941883767,15781.3126252505,0.0,11.803353763145976,138.83275083325913
0,65,1,64854.70941883767,10376.753507014027,0.0,13.469108382283979,132.66963205702035
0,65,1,64854.70941883767,7890.65631262525,0.0,-10.023933707576811,128.5224884657819
0,58,1,317788.0761523046,14808.491983967935,0.0,10.142504454556631,1707.5384376190427
0,58,1,351296.34268537076,16970.315631262525,0.0,14.781657552190003,1819.4080444003291
0,58,1,309140.78156312625,24644.789579158318,0.0,14.823614453111015,1897.9603164143396
0,58,1,368590.93186372746,13727.580160320642,0.0,13.322623079331976,1824.4768623715638
0,58,1,259418.8376753507,14592.309619238476,0.0,9.314700395416649,1719.6961246124786
0,50,1,0.0,0.0,29184.619238476953,14.251220317208665,7584.873581140922
0,50,1,0.0,0.0,24860.971943887776,13.176851562691986,7643.219738703355
0,50,1,0.0,0.0,21618.236472945893,10.2819239894292,7644.151200734345
0,50,1,0.0,0.0,22699.148296593186,12.744143718194882,7719.697855465331
0,50,1,0.0,0.0,21618.236472945893,16.577227900315425,7662.075940330152
0,53,1,129709.41883767534,0.0,0.0,10.320551797573277,7629.101787801415
0,53,1,129709.41883767534,0.0,0.0,7.377759298852644,7654.084116855882
0,53,1,129709.41883767534,0.0,0.0,12.441934969267756,8247.089554028957
0,53,1,129709.41883767534,0.0,0.0,-9.6790932232363,7862.668861210604
0,53,1,129709.41883767534,0.0,0.0,14.774247564501332,8373.113922614142
0,37,1,216182.36472945893,0.0,0.0,9.171599554465375,2446.1577670956235
0,37,1,216182.36472945893,0.0,0.0,13.721859001884024,2455.965418051353
0,37,1,216182.36472945893,0.0,0.0,16.079853658701463,2643.5884641474177
0,37,1,216182.36472945893,0.0,0.0,14.404407717150729,2522.326506889546
0,37,1,216182.36472945893,0.0,0.0,12.175613438072036,2684.3884213022907
0,35,1,102686.62324649299,0.0,0.0,12.456052850813107,14131.387742414623
0,35,1,102686.62324649299,0.0,0.0,-8.8983656256182,13625.873356566779
0,35,1,102686.62324649299,0.0,0.0,-9.729134168934435,13492.42172480764
0,35,1,102686.62324649299,0.0,0.0,13.744658816993475,13691.7654879287
0,35,1,102686.62324649299,0.0,0.0,-12.642131618733423,13405.570640741305
0,33,1,264823.3967935872,75.66382765531063,0.0,11.75978554296279,9850.014056133248
0,33,1,264823.3967935872,75.66382765531063,0.0,12.852290679160244,10206.39546396363
0,33,1,264823.3967935872,75.66382765531063,0.0,9.350102321912779,9324.641460767123
0,33,1,264823.3967935872,75.66382765531063,0.0,13.133501121818696,9696.450925071505
0,33,1,264823.3967935872,75.66382765531063,0.0,14.33132372324166,9658.784935024432
0,90,1,0.0,0.0,27022.795591182366,14.557209779106612,15735.706009881702
0,90,1,0.0,0.0,27022.795591182366,-10.145649111226385,15750.676831645274
0,90,1,0.0,0.0,27022.795591182366,12.349306813634854,15722.589721471526
0,90,1,0.0,0.0,27022.795591182366,14.271542029643529,15744.367659396949
0,90,1,0.0,0.0,25941.88376753507,6.824374851515472,15731.097592913557
1,74,2,0.0,0.0,21618.236472945893,10.936672036198395,8923.100149544422
1,74,2,0.0,0.0,21618.236472945893,16.790090694042703,9016.58108968355
1,74,2,0.0,0.0,18375.501002004006,10.586584397880262,8889.763904811272
1,74,1,0.0,0.0,20537.324649298596,11.720589829501991,9001.057139810206
1,74,1,0.0,0.0,17294.589178356713,13.521622602126106,9027.609671219496
0,44,1,59450.1503006012,129.70941883767534,12970.941883767535,12.344093943446518,9315.993223346219
0,44,1,51883.76753507014,129.70941883767534,14051.85370741483,11.146777219447,9279.377426625888
0,44,1,55126.503006012026,140.5185370741483,14051.85370741483,9.522227138483965,9315.10858481668
0,44,1,58369.238476953906,129.70941883767534,14051.85370741483,15.206444141232652,9352.6442781529
0,44,1,48641.03206412826,129.70941883767534,14051.85370741483,9.433483929690393,9329.505404988518
0,37,1,128628.50701402806,0.0,0.0,12.248183409253537,13123.663769758849
0,37,1,108091.18236472947,0.0,0.0,14.547974600901401,12826.487642638724
0,37,1,130790.33066132265,0.0,0.0,-13.16511630647365,12635.448241812475
0,37,1,117819.38877755511,0.0,0.0,14.56562391166511,12933.567013740276
0,37,1,124304.85971943887,0.0,0.0,13.928839243272074,12545.21944363337
0,63,1,0.0,2702.2795591182366,0.0,13.506809118290272,7512.433959267682
