is_female,age,race,employment_income,interest_dividend_income,pension_income,networth,wgt,transformed_networth
False,57,1,88000,6.9999998807907104,0.0,,4709.08056640625,
False,72,1,0,2.0,22379.0,,4709.08056640625,
False,58,1,80000,2005.9999389648438,8004.0,,4709.08056640625,
False,54,1,60000,2.0,0.0,,4709.08056640625,
False,63,5,0,0.0,7212.0,,4709.08056640625,
False,76,1,0,2562.0000610351562,17532.0,,4709.08056640625,
True,56,1,74269,1243.0000009536743,0.0,,4709.08056640625,
True,85,1,0,0.0,7908.0,,4709.08056640625,
False,35,1,108143,36.00000011920929,0.0,,9418.1611328125,
False,82,1,0,82000.0,0.0,,9418.1611328125,
True,51,1,0,0.0,11400.0,,4709.08056640625,
False,39,1,155000,37.0,0.0,,4709.08056640625,
True,51,1,59000,26.00000023841858,30800.0,,4709.08056640625,
False,27,1,40000,21700.0,0.0,,4709.08056640625,
True,60,1,230000,15500.0,0.0,,9418.1611328125,
True,75,1,0,1.0,37200.0,,4709.08056640625,
False,62,1,115000,0.0,15312.0,,4709.08056640625,
False,55,5,0,26.0,0.0,,4709.08056640625,
True,69,1,100000,259.99999248981476,12000.0,,4709.08056640625,
False,80,1,0,46.99999952316284,15600.0,,4709.08056640625,
False,71,1,0,1.0,70379.0,,4709.08056640625,
False,47,1,0,0.0,0.0,,4709.08056640625,
True,73,1,0,0.0,27696.0,,4709.08056640625,
True,38,1,207429,114.99999618530273,0.0,,4709.08056640625,
False,57,1,227500,116200.0,0.0,,4709.08056640625,
True,72,1,0,50.0,49489.0,,4709.08056640625,
False,68,5,0,141.99999618530273,51840.0,,9418.1611328125,
False,83,1,0,1.0,36080.0,,9418.1611328125,
True,78,1,0,7813.0001220703125,49079.0,,4709.08056640625,
False,45,1,91680,786.0000152587891,0.0,,4709.08056640625,
True,63,1,0,236.0,60267.0,,4709.08056640625,
True,58,1,91376,40118.0,0.0,,4709.08056640625,
True,74,1,134500,77843.00012207031,28080.0,,9418.1611328125,
False,85,1,0,1.0,22368.0,,4709.08056640625,
True,35,4,342000,10339.0,7000.0,,4709.08056640625,
False,58,1,275000,1711.000015258789,0.0,,4709.08056640625,
True,43,1,12464,1.0,0.0,,4709.08056640625,
False,32,1,75002,1.0,0.0,,4709.08056640625,
True,58,1,26000,5.0000001192092896,0.0,,4709.08056640625,
True,25,1,104000,35.00000047683716,0.0,,4709.08056640625,
False,36,1,0,5.9999998807907104,0.0,,4709.08056640625,
True,69,1,0,1421.0,86800.0,,4709.08056640625,
False,29,1,90000,846.9999998807907,0.0,,4709.08056640625,
True,72,1,0,5600.0,29676.0,,4709.08056640625,
False,23,1,91000,7000.0,0.0,,4709.08056640625,
False,85,1,31840,902.0,0.0,,4709.08056640625,
True,77,1,30000,0.0,0.0,,9418.1611328125,
False,31,1,150000,4301.0,0.0,,14127.2421875,
True,32,1,47128,0.0,0.0,,4709.08056640625,
True,32,2,16200,5.0000001192092896,0.0,,4709.08056640625,
False,61,1,35000,1150.0,0.0,,4709.08056640625,
False,73,1,165000,0.0,0.0,,4709.08056640625,
False,38,1,140000,500.0,0.0,,4709.08056640625,
True,61,1,3840,2065.0000611543655,32480.0,,4709.08056640625,
False,55,1,53287,1.0,0.0,,4709.08056640625,
True,75,1,0,4076.0,67873.0,,9418.1611328125,
True,64,1,65000,74.0,0.0,,4709.08056640625,
True,67,1,0,38565.00000047684,0.0,,9418.1611328125,
False,65,1,66000,779.9999846816063,0.0,,4709.08056640625,
True,25,1,213877,2630.0,0.0,,4709.08056640625,
False,50,1,114000,406.0,0.0,,4709.08056640625,
False,67,1,57000,29855.00048828125,0.0,,4709.08056640625,
True,80,1,0,5.0000001192092896,43272.0,,4709.08056640625,
True,60,1,110000,0.0,0.0,,4709.08056640625,
True,37,1,94800,1300.0,0.0,,9418.1611328125,
True,85,1,0,2.0,23051.0,,9418.1611328125,
False,58,1,180000,101100.0,0.0,,4709.08056640625,
False,50,1,216500,5121.999996185303,0.0,,9418.1611328125,
False,51,1,9216,0.0,24888.0,,4709.08056640625,
True,39,1,4500,1005.0000001192093,0.0,,4709.08056640625,
True,23,1,24000,0.0,0.0,,4709.08056640625,
True,41,1,90000,833.0000076293945,0.0,,9418.1611328125,
True,66,4,0,65.0,15480.0,,4709.08056640625,
True,25,1,60000,69.99999809265137,0.0,,4709.08056640625,
True,20,1,97000,192.99999904632568,0.0,,4709.08056640625,
False,24,2,85000,1.0,0.0,,4709.08056640625,
False,36,1,135000,88274.99975585938,0.0,,4709.08056640625,
True,40,1,267554,10092.0,0.0,,14127.2421875,
False,55,1,223000,4765.000000357628,0.0,,4709.08056640625,
False,51,1,0,1200.0,0.0,,9418.1611328125,
True,85,1,0,3000.0,30160.0,,4709.08056640625,
True,40,1,110000,6120.0001220703125,0.0,,4709.08056640625,
False,70,1,45800,3000.0,34800.0,,4709.08056640625,
False,44,1,24700,75.0,0.0,,4709.08056640625,
True,59,1,0,0.0,0.0,,4709.08056640625,
True,62,1,7500,25305.00048828125,26100.0,,4709.08056640625,
True,58,1,0,1.0,0.0,,4709.08056640625,
True,40,1,362500,450.0,0.0,,14127.2421875,
False,81,1,0,701.0,39419.0,,4709.08056640625,
True,61,1,30000,26.0,0.0,,4709.08056640625,
True,22,1,0,0.0,0.0,,4709.08056640625,
False,40,1,258000,2696.0,0.0,,4709.08056640625,
True,51,2,40000,0.0,0.0,,4709.08056640625,
