0,1,2,3,4,5,6
0,0.4252278,0,0.22461681,-5.1993375,-5.1993375,13.480896
0,-1.0208884,0,0.34548503,0.6945551,-5.1993375,16.635033
0,0.3015866,0,0.64419544,0.40773988,-5.1993375,13.885951
0,0.18547967,0,0.23163287,-5.1993375,1.0482196,13.111672
0,-1.0208884,0,-5.198972,0.3776296,-5.1993375,14.621364
0,-1.0208884,0,0.6720011,0.6029498,-5.1993375,17.769167
1,0.30054197,0,0.5111861,-5.1993375,-5.1993375,13.335882
1,-0.96742153,0,-5.1993375,0.37340078,0.66898733,19.891626
0,0.5627963,0,0.22906446,-5.1993375,-5.1993375,8.791926
0,-0.96742153,0,1.115833,-5.1993375,-5.1993375,18.318176
1,-1.0208884,0,-5.1989837,0.46121463,-5.1993375,12.889026
0,0.6975072,0,0.25973487,-5.1993375,-5.1993375,10.013015
1,0.13084763,0,0.37359083,0.83134913,-5.1993375,12.9221945
0,-0.03513513,0,0.8948664,-5.1993375,0.8074289,-9.880861
1,1.0272466,0,0.830761,-5.1993375,-5.1993375,13.86683
1,-1.0208884,2,0.36285108,0.9372817,-5.1993375,17.548088
0,0.6271963,0,-5.1989717,0.54752594,-5.1993375,14.439077
0,-1.0208884,0,0.27439147,-5.1993375,-5.1993375,13.222046
1,0.4935534,0,0.4668033,0.49072126,-5.1993375,15.929643
0,-1.0208884,0,0.3471173,0.5249764,-5.1993375,18.978094
0,-1.0208884,0,0.34548503,1.3611356,-5.1993375,16.438251
0,-0.96742153,0,-5.198905,-5.1993375,-5.1993375,11.927993
1,-0.9751026,0,-5.1993375,0.7782571,0.6763918,16.864239
1,0.9053062,0,0.33426762,-5.1993375,-5.1993375,9.811677
0,0.96342283,0,1.2544165,-5.1993375,-5.1993375,13.4789715
1,-1.0208884,0,0.38843027,1.0793428,-5.1993375,16.678324
0,-1.0752065,0,0.42935124,1.0692195,-5.1993375,15.658357
0,-1.0208884,0,0.333524,0.89698696,-5.1993375,19.092302
1,-1.0208884,4,0.8256738,1.0777988,-5.1993375,18.296522
0,0.4252278,0,0.4668033,-5.1993375,1.6803143,11.629386
