0,1,2,3,4,5,6
0,0.4252278,0,0.2357443,-5.1993375,0.8281899,13.497393
0,-1.0208884,0,0.34548503,0.69860333,-5.1993375,16.669485
0,0.3366108,0,0.6487243,0.41974106,-5.1993375,13.872862
0,0.18547967,0,0.22388701,-5.1993375,-5.1993375,13.084978
0,-1.0208884,0,-5.1989903,0.36293346,0.48648039,14.595953
0,-1.0208884,0,0.68793863,0.62852645,-5.1993375,17.798548
1,0.30054197,0,0.50777435,-5.1993375,-5.1993375,13.318389
1,-0.96742153,0,-5.1990066,0.36285022,-5.1993375,19.88514
0,0.5627963,0,0.25411192,-5.1993375,-5.1993375,8.935161
0,-0.96742153,0,1.1636621,-5.1993375,-5.1993375,18.52415
1,-0.96742153,0,-5.198978,0.44229254,-5.1993375,12.86606
0,0.6975072,0,0.24067141,-5.1993375,-5.1993375,9.96033
1,0.13084763,0,0.35615864,0.7984621,-5.1993375,12.879788
0,-0.03513513,0,0.89203835,-5.1993375,1.2529876,-9.851743
1,1.0272466,0,0.8190769,-5.1993375,-5.1993375,13.857144
1,-1.0208884,0,0.34548503,0.91801804,-5.1993375,17.529793
0,0.6271963,0,-5.198969,0.5547944,-5.1993375,14.437607
0,-0.96881926,0,0.24798983,-5.1993375,-5.1993375,13.132073
1,0.4935534,0,0.4753989,0.49072126,1.5876124,15.987982
0,-1.0208884,0,0.38843027,0.5730974,-5.1993375,19.092527
0,-1.0208884,0,0.34548503,1.372334,-5.1993375,16.453968
0,-0.96742153,0,-5.1989064,-5.1993375,-5.1993375,11.871731
1,-1.0208884,0,-5.1990066,0.78073776,-5.1993375,16.884422
1,0.91317165,0,0.34548503,-5.1993375,-5.1993375,9.7961235
0,0.96342283,0,1.2394136,-5.1993375,-5.1993375,13.471997
1,-1.0208884,0,0.38268483,1.0742806,-5.1993375,16.634815
0,-1.0752065,0,0.4435557,1.1043615,-5.1993375,15.734894
0,-1.0208884,0,0.34431297,0.9099243,0.4297581,19.091572
1,-1.0208884,0,0.8004961,1.0238112,-5.1993375,18.152863
0,0.4252278,0,0.465598,-5.1993375,-5.1993375,11.637118
1,-1.0208884,0,0.4668033,1.2045008,-5.1993375,14.599038
1,0.4252278,0,1.0351332,-5.1993375,1.1844469,13.636498
1,0.6975072,0,1.2154471,0.762314,-5.1993375,17.113708
0,-1.0208884,0,0.333524,0.67811793,-5.1993375,19.893963
1,1.4863635,1,0.84987354,0.3859002,-5.1993375,9.314384
0,1.0978448,0,0.5334929,-5.1993375,0.70392185,13.636496
1,-0.36553147,0,0.23512554,-5.1993375,-5.1993375,11.124177
0,0.30054197,0,0.21424331,-5.1993375,-5.1993375,5.977658
1,-0.22262958,0,0.2536062,-5.1993375,-5.1993375,13.65077
1,0.4935534,0,0.27439147,-5.1993375,-5.1993375,-10.793121
0,-0.96742153,0,0.22664903,-5.1993375,-5.1993375,9.197662
1,-1.0752065,3,0.6487243,1.5342803,0.43900126,16.077055
0,0.4252278,0,0.45677614,-5.1993375,-5.1993375,-8.982793
1,-1.0208884,0,0.7480095,0.7616866,-5.1993375,16.470123
0,0.4252278,0,0.7103765,-5.1993375,0.44123384,-11.4704075
0,-0.16891196,0,0.4668033,-5.1993375,-5.1993375,19.66503
1,-0.16891196,0,-5.198935,-5.1993375,-5.1993375,17.722952
0,0.6975072,0,0.63192105,-5.1993375,-5.1993375,0.8813736
1,0.07534531,0,-5.198877,-5.1993375,-5.1993375,5.6379933
1,-0.36553147,0,0.23527013,-5.1993375,-5.1993375,6.0765886
0,-0.1156778,0,0.48648039,-5.1993375,-5.1993375,14.05993
0,0.7748329,0,-5.1988907,-5.1993375,-5.1993375,16.45984
0,0.6271963,0,0.40991575,-5.1993375,-5.1993375,9.803054
1,-0.5020738,2,0.67683315,0.89648336,-5.1993375,14.402106
0,0.13084763,0,0.23676229,-5.1993375,0.95298475,13.217283
1,-1.0208884,0,0.73457617,1.3387251,0.70392185,17.47376
1,0.23808934,0,0.30316806,-5.1993375,-5.1993375,14.602896
1,-0.96742153,0,1.0001915,-5.1993375,-5.1993375,15.100867
0,0.23808934,0,0.4668033,-5.1993375,1.02602,14.745565
1,0.933479,0,0.5834958,-5.1993375,-5.1993375,-10.785922
0,0.5627963,0,0.38843027,-5.1993375,-5.1993375,12.464642
0,0.18547967,0,0.97376585,-5.1993375,-5.1993375,15.2080145
1,-1.0208884,3,0.35540333,0.9986434,-5.1993375,19.471989
1,0.5627963,0,-5.198902,-5.1993375,0.37344152,13.866166
1,0.4252278,0,0.51922536,-5.1993375,0.75633323,9.503202
1,-1.0208884,0,0.32377994,0.6718832,-5.1993375,19.859676
0,0.7748329,0,1.2153721,-5.1993375,-5.1993375,13.632814
