0,1,2,3,4,5,6
0,0.4252278,0,0.24067141,-5.1993375,1.7735378,13.501323
0,-1.0208884,0,0.3436501,0.6872724,-5.1993375,16.611343
0,0.30054197,3,0.6729619,0.4315704,-5.1993375,13.910538
0,0.18547967,0,0.23675373,-5.1993375,0.48648039,13.116354
0,-1.0208884,0,-5.198991,0.37470013,0.34025812,14.600502
0,-1.0208884,0,0.68793863,0.619999,-5.1993375,17.776535
1,0.30054197,0,0.50777435,-5.1993375,-5.1993375,13.309538
1,-0.96742153,0,-5.1990147,0.3776296,-5.1993375,19.938038
0,0.5627963,0,0.2536062,-5.1993375,-5.1993375,8.910401
0,-0.96742153,0,1.1281438,-5.1993375,-5.1993375,18.389372
1,-0.96870685,0,-5.1989675,0.41974106,-5.1993375,12.810991
0,0.6975072,0,0.27078092,-5.1993375,0.8704409,10.046659
1,0.13084763,0,0.35615864,0.80356836,-5.1993375,12.883558
0,-0.07408731,0,0.8993555,-5.1993375,-5.1993375,-9.869868
1,1.0272466,0,0.84987354,-5.1993375,-5.1993375,13.904209
1,-1.0617919,3,0.36524415,0.94107723,-5.1993375,17.604357
0,0.6271963,0,-5.1990047,0.5647177,0.99379975,14.47259
0,-1.0098941,0,0.27561447,-5.1993375,-5.1993375,13.216702
1,0.4935534,0,0.4668033,0.49072126,-5.1993375,15.981205
0,-1.0411099,2,0.4088052,0.6050978,-5.1993375,19.15253
0,-1.0208884,0,0.34548503,1.3685758,-5.1993375,16.461409
0,-0.96742153,0,-5.198902,-5.1993375,-5.1993375,11.879556
1,-0.9761756,0,-5.1989956,0.7837034,-5.1993375,16.874052
1,0.9014156,0,0.34548503,-5.1993375,-5.1993375,9.794001
0,0.96342283,0,1.2483687,-5.1993375,-5.1993375,13.474114
1,-1.0208884,3,0.40534285,1.0839261,-5.1993375,16.68652
0,-1.0752065,0,0.42935124,1.0661107,-5.1993375,15.655436
0,-1.0208884,0,0.33645913,0.9127741,-5.1993375,19.087835
1,-1.0562608,3,0.84987354,1.0838664,-5.1993375,18.313396
0,0.4252278,0,0.44730532,-5.1993375,-5.1993375,11.615722
1,-1.0208884,0,0.46838865,1.2306089,0.34731394,14.671854
1,0.4252278,0,1.0323874,-5.1993375,-5.1993375,13.633466
