0,1,2,3,4,5,6
0.0,0.4252278,0.0,0.23212909399999998,-5.1993375,-3.1279110856666668,13.477254166666667
0.0,-1.0245096066666666,0.4666666666666667,0.34453601133333334,0.6939865446666666,-3.0017284526666668,16.640121066666666
0.0,0.33535667,0.5,0.6445714276666668,0.4023563393333333,-4.205666624666667,13.858787966666666
0.0,0.18988300433333333,0.0,0.23021888066666665,-5.1993375,-3.4235189133333335,13.097397266666666
0.0,-1.0208884,0.0,-5.198979696666667,-0.001694416333333363,-3.470621341,14.593955
0.0,-1.0259424866666667,0.5666666666666667,0.684267485,0.6155709823333333,-3.592305628,17.7785472
1.0,0.30054197,0.0,0.5108246306666666,-5.1993375,-4.581799596,13.3200211
1.0,-0.9787581143333333,0.0,-5.1990948066666665,0.18214061499999998,-3.579638604666667,19.885940466666668
0.0,0.5609364400000001,0.03333333333333333,0.261898765,-5.1993375,-3.790694080666667,8.914041116666668
0.0,-0.96742153,0.0,1.1569914666666667,-5.1993375,-4.616482492,18.485040366666667
1.0,-0.9885615573333334,0.0,-5.19897727,0.4508110376666667,-4.540067957333334,12.86423595
0.0,0.6975072,0.0,0.2633499713333333,-5.1993375,-3.6335307036666666,10.019390499999998
1.0,0.132668698,0.5333333333333333,0.37686644433333333,0.830266438,-3.9804328493333334,12.929152499999999
0.0,-0.0557917792,0.0,0.8938660226666666,-5.1993375,-3.981506267666667,-9.887374733333333
1.0,1.019302199,0.0,0.840507309,-5.1993375,-4.615490023666667,13.8959818
1.0,-1.0267746166666667,0.8,0.3407054076666667,0.9131553609999999,-4.209329286,17.494406766666668
0.0,0.6271963,0.0,-5.1989837266666665,0.561920533,-3.726669549666667,14.4574787
0.0,-1.0147413886666667,0.0,0.270119491,-5.1993375,-4.408510196333334,13.20963305
1.0,0.4935534,0.26666666666666666,0.47056241666666665,0.490692709,-3.985985238333334,15.965644783333333
0.0,-1.0250737066666666,0.4666666666666667,0.381751079,0.5741391306666667,-4.1754593820000006,19.082894
0.0,-1.0226990033333334,0.16666666666666666,0.341547177,1.3592492466666668,-4.027913298333334,16.4159063
0.0,-0.96742153,0.0,-5.1989159,-5.1993375,-4.155859107,11.88930775
1.0,-0.986585172,0.0,-5.199046606666667,0.7682742583333333,-4.233092170333333,16.844647566666666
1.0,0.909781725,0.03333333333333333,0.3375586326666667,-5.1993375,-3.8491931366666665,9.79415165
0.0,0.96342283,0.0,1.2333449233333333,-5.1993375,-4.4000645060000005,13.469268583333333
1.0,-1.0257506266666667,0.5666666666666667,0.38566302966666666,1.0706811666666667,-3.7999503960000003,16.648387366666665
0.0,-1.0654797566666665,0.4,0.436042974,1.0859622,-4.754192623333334,15.717032733333333
0.0,-1.0213839333333334,0.4666666666666667,0.333726302,0.8941191669999999,-4.607744278666667,19.065283033333333
1.0,-1.02542302,0.6333333333333333,0.8247627206666668,1.06343963,-3.79163628,18.263250799999998
0.0,0.4252278,0.0,0.45540887933333335,-5.1993375,-3.7829841390000003,11.6034784
1.0,-1.0293597366666667,0.5666666666666667,0.479820684,1.2334596266666666,-3.644653728666667,14.652523716666668
1.0,0.4252278,0.0,1.0279751426666666,-5.1993375,-3.976444517,13.620810033333333
1.0,0.6975072,0.1,1.2459977533333333,0.782612546,-4.193611218333333,17.174783966666666
0.0,-1.02632021,0.5333333333333333,0.3360623363333334,0.685732278,-3.8620022990000007,19.9478019
