0,1,2,3,6
-1.0707446,0.37934655,0.94049585,-5.1993375,0.92277515
-0.33897504,-5.196583,-5.1993375,-5.1993375,-0.0158122
-1.0707446,1.5153834,1.6319414,-5.1993375,0.7935653
-1.0232341,1.5657271,1.6072611,0.3491835,0.79820484
-1.0183934,1.5574181,1.6093664,-5.1993375,0.7849309
-1.0707446,0.8376617,1.8724583,-5.1993375,1.1996816
-1.0166724,0.8009023,1.8433497,0.52785844,1.1941744
0.2536062,-5.163102,-5.1993375,-5.1993375,-2.7424943
-1.0157562,1.1811962,1.7353681,-5.1993375,1.1537237
-1.0420485,1.1462724,1.8378495,-5.1993375,1.2000527
1.1844469,-5.1932964,-5.1993375,-5.1993375,-0.12224284
-1.0707446,-5.1990047,0.8011848,-5.1993375,0.7344091
1.0315087,-5.194788,-5.1993375,0.60143906,0.007785154
-0.108103104,-5.1850505,-5.1993375,-5.1993375,0.026374254
-1.0205935,0.7226757,0.5618635,1.9016061,1.4079267
0.08667359,-5.191545,-5.1993375,-5.1993375,0.33092818
0.14477967,-5.1878595,-5.1993375,0.4738097,0.33467093
0.70553005,0.3776296,-5.1993375,0.60143906,-0.9490753
0.14477967,-5.1958866,-5.1993375,-5.1993375,0.35700023
0.026348976,-5.193199,-5.1993375,-5.1993375,0.34096354
0.14477967,-5.167663,-5.1993375,-5.1993375,0.25107276
-1.0707446,-5.1993375,0.6690871,1.8354617,0.9196476
0.1494475,-5.1968765,0.5527091,-5.1993375,0.09464316
0.14477967,-5.1988435,0.60941225,-5.1993375,0.11822212
0.43900126,-5.190672,-5.1993375,-5.1993375,-0.0976232
-1.0230223,1.7346187,1.3141776,-5.1993375,1.2692852
1.4112931,0.59515524,-5.1993375,-5.1993375,0.1270634
-1.0707446,-5.199082,1.2103556,-5.1993375,0.40860087
1.4827601,-5.1854672,-5.1993375,-5.1993375,0.67019564
1.4543413,-5.187486,-5.1993375,-5.1993375,0.60793585
-0.89390755,1.7224499,-5.1993375,-5.1993375,0.31283003
-0.89390755,1.6625656,-5.1993375,-5.1993375,0.3964978
0.026348976,-5.179933,-5.1993375,-5.1993375,-0.34479958
0.026348976,-5.1878967,-5.1993375,-5.1993375,-0.38885024
0.026348976,-5.0988827,-5.1993375,-5.1993375,-0.018297348
-0.025093993,-5.1685147,-5.1993375,-5.1993375,-0.01908343
0.026348976,-5.1945267,-5.1993375,-5.1993375,0.5666413
0.026348976,-5.1916957,-5.1993375,0.4738097,0.5791241
-0.54088247,0.80452156,1.0839303,0.63638645,0.7947722
-0.5290499,0.8194726,1.0597656,-5.1993375,0.78324616
0.026348976,-5.19325,-5.1993375,-5.1993375,-1.7143508
0.026348976,-5.195905,-5.1993375,1.443586,-1.6233145
0.026348976,-5.1957183,-5.1993375,-5.1993375,-1.6771768
0.026348976,-5.195416,-5.1993375,-5.1993375,-1.6770304
1.4827601,-5.182819,-5.1993375,-5.1993375,0.13873754
1.4112931,-5.194439,-5.1993375,-5.1993375,0.21181738
1.4112931,-5.1834507,-5.1993375,-5.1993375,0.1110876
0.20081809,-5.191199,-5.1993375,-5.1993375,-0.2607132
0.31501168,-5.1906667,-5.1993375,-5.1993375,-0.2630728
0.20081809,-5.1940613,-5.1993375,-5.1993375,-0.27095023
1.8201299,0.87285614,-5.1993375,-5.1993375,-0.14427523
1.9769435,0.91477764,-5.1993375,1.3219458,-0.13673823
0.20081809,-5.1957526,-5.1993375,1.2420605,0.1440624
0.20081809,-5.193182,-5.1993375,-5.1993375,0.084464595
0.026348976,-5.195265,-5.1993375,1.5741624,0.13192897
0.20081809,-5.195699,-5.1993375,0.37014997,0.0813544
-0.89390755,1.4871496,-5.1993375,-5.1993375,0.8462895
-0.89390755,1.4879817,-5.1993375,2.3004665,0.9088347
-0.9634229,1.4499333,-5.1993375,-5.1993375,0.8777389
-0.89390755,-5.197683,-5.1993375,-5.1993375,0.53152186
